Model,Parameters,test_acc,train_acc,test_bal_acc,train_bal_acc,test_f1_macro,train_f1_macro,test_f1_weighted,train_f1_weighted,test_prec_macro,train_prec_macro,test_rec_macro,train_rec_macro,test_specificity_weighted,train_specificity_weighted,test_g_mean,train_g_mean
CatBoostClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced,0.4244,1.0000,0.3990,1.0000,0.3916,1.0000,0.4108,1.0000,0.4037,1.0000,0.3990,1.0000,0.6784,1.0000,0.5199,1.0000
CatBoostClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced,0.6469,0.9794,0.5690,0.9718,0.5626,0.9773,0.6170,0.9793,0.6026,0.9837,0.5690,0.9718,0.4911,0.9642,0.5285,0.9680
CatBoostClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE,0.6195,0.9938,0.5648,0.9946,0.5641,0.9933,0.6079,0.9938,0.5772,0.9921,0.5648,0.9946,0.5101,0.9953,0.5367,0.9949
CatBoostClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler,0.6029,0.9948,0.5553,0.9947,0.5537,0.9944,0.5951,0.9949,0.5611,0.9941,0.5553,0.9947,0.5078,0.9946,0.5309,0.9946
CatBoostClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced,0.6469,0.9794,0.5690,0.9718,0.5626,0.9773,0.6170,0.9793,0.6026,0.9837,0.5690,0.9718,0.4911,0.9642,0.5285,0.9680
CatBoostClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE,0.6030,0.9918,0.5562,0.9927,0.5551,0.9911,0.5959,0.9918,0.5631,0.9895,0.5562,0.9927,0.5095,0.9937,0.5323,0.9932
CatBoostClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler,0.6029,0.9948,0.5553,0.9947,0.5537,0.9944,0.5951,0.9949,0.5611,0.9941,0.5553,0.9947,0.5078,0.9946,0.5309,0.9946
CatBoostClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced,0.6469,0.9794,0.5690,0.9718,0.5626,0.9773,0.6170,0.9793,0.6026,0.9837,0.5690,0.9718,0.4911,0.9642,0.5285,0.9680
CatBoostClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE,0.6003,0.9894,0.5567,0.9913,0.5554,0.9885,0.5950,0.9894,0.5605,0.9859,0.5567,0.9913,0.5131,0.9932,0.5344,0.9923
CatBoostClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler,0.6029,0.9948,0.5553,0.9947,0.5537,0.9944,0.5951,0.9949,0.5611,0.9941,0.5553,0.9947,0.5078,0.9946,0.5309,0.9946
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced,0.6469,0.9794,0.5690,0.9718,0.5626,0.9773,0.6170,0.9793,0.6026,0.9837,0.5690,0.9718,0.4911,0.9642,0.5285,0.9680
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE,0.6195,0.9938,0.5648,0.9946,0.5641,0.9933,0.6079,0.9938,0.5772,0.9921,0.5648,0.9946,0.5101,0.9953,0.5367,0.9949
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler,0.6029,0.9948,0.5553,0.9947,0.5537,0.9944,0.5951,0.9949,0.5611,0.9941,0.5553,0.9947,0.5078,0.9946,0.5309,0.9946
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced,0.6469,0.9794,0.5690,0.9718,0.5626,0.9773,0.6170,0.9793,0.6026,0.9837,0.5690,0.9718,0.4911,0.9642,0.5285,0.9680
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE,0.6030,0.9918,0.5562,0.9927,0.5551,0.9911,0.5959,0.9918,0.5631,0.9895,0.5562,0.9927,0.5095,0.9937,0.5323,0.9932
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler,0.6029,0.9948,0.5553,0.9947,0.5537,0.9944,0.5951,0.9949,0.5611,0.9941,0.5553,0.9947,0.5078,0.9946,0.5309,0.9946
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced,0.6469,0.9794,0.5690,0.9718,0.5626,0.9773,0.6170,0.9793,0.6026,0.9837,0.5690,0.9718,0.4911,0.9642,0.5285,0.9680
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE,0.6003,0.9894,0.5567,0.9913,0.5554,0.9885,0.5950,0.9894,0.5605,0.9859,0.5567,0.9913,0.5131,0.9932,0.5344,0.9923
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler,0.6029,0.9948,0.5553,0.9947,0.5537,0.9944,0.5951,0.9949,0.5611,0.9941,0.5553,0.9947,0.5078,0.9946,0.5309,0.9946
CatBoostClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.7514,0.9578,0.5103,0.9146,0.4586,0.9396,0.6598,0.9563,0.5783,0.9735,0.5103,0.9146,0.2692,0.8714,0.3705,0.8927
CatBoostClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.7184,0.9986,0.5220,0.9972,0.5047,0.9982,0.6688,0.9986,0.5401,0.9991,0.5220,0.9972,0.3255,0.9958,0.4117,0.9965
CatBoostClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.7212,0.9990,0.5313,0.9979,0.5180,0.9986,0.6757,0.9990,0.5582,0.9993,0.5313,0.9979,0.3413,0.9969,0.4252,0.9974
CatBoostClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.7514,0.9578,0.5103,0.9146,0.4586,0.9396,0.6598,0.9563,0.5783,0.9735,0.5103,0.9146,0.2692,0.8714,0.3705,0.8927
CatBoostClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.7170,0.9986,0.5266,0.9977,0.5136,0.9982,0.6723,0.9986,0.5413,0.9986,0.5266,0.9977,0.3363,0.9968,0.4203,0.9972
CatBoostClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.7226,0.9990,0.5322,0.9979,0.5189,0.9986,0.6767,0.9990,0.5597,0.9993,0.5322,0.9979,0.3418,0.9969,0.4259,0.9974
CatBoostClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.7514,0.9578,0.5103,0.9146,0.4586,0.9396,0.6598,0.9563,0.5783,0.9735,0.5103,0.9146,0.2692,0.8714,0.3705,0.8927
CatBoostClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.6924,0.9990,0.5177,0.9988,0.5102,0.9986,0.6605,0.9990,0.5348,0.9984,0.5177,0.9988,0.3430,0.9987,0.4210,0.9988
CatBoostClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.7212,0.9990,0.5313,0.9979,0.5180,0.9986,0.6757,0.9990,0.5582,0.9993,0.5313,0.9979,0.3413,0.9969,0.4252,0.9974
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced,0.7514,0.9578,0.5103,0.9146,0.4586,0.9396,0.6598,0.9563,0.5783,0.9735,0.5103,0.9146,0.2692,0.8714,0.3705,0.8927
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE,0.7184,0.9986,0.5220,0.9972,0.5047,0.9982,0.6688,0.9986,0.5401,0.9991,0.5220,0.9972,0.3255,0.9958,0.4117,0.9965
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler,0.7212,0.9990,0.5313,0.9979,0.5180,0.9986,0.6757,0.9990,0.5582,0.9993,0.5313,0.9979,0.3413,0.9969,0.4252,0.9974
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.7514,0.9578,0.5103,0.9146,0.4586,0.9396,0.6598,0.9563,0.5783,0.9735,0.5103,0.9146,0.2692,0.8714,0.3705,0.8927
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.7170,0.9986,0.5266,0.9977,0.5136,0.9982,0.6723,0.9986,0.5413,0.9986,0.5266,0.9977,0.3363,0.9968,0.4203,0.9972
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler,0.7226,0.9990,0.5322,0.9979,0.5189,0.9986,0.6767,0.9990,0.5597,0.9993,0.5322,0.9979,0.3418,0.9969,0.4259,0.9974
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced,0.7514,0.9578,0.5103,0.9146,0.4586,0.9396,0.6598,0.9563,0.5783,0.9735,0.5103,0.9146,0.2692,0.8714,0.3705,0.8927
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE,0.6924,0.9990,0.5177,0.9988,0.5102,0.9986,0.6605,0.9990,0.5348,0.9984,0.5177,0.9988,0.3430,0.9987,0.4210,0.9988
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler,0.7212,0.9990,0.5313,0.9979,0.5180,0.9986,0.6757,0.9990,0.5582,0.9993,0.5313,0.9979,0.3413,0.9969,0.4252,0.9974
CatBoostClassifier,3 Classes / Normal / No Scaler / Unbalanced / Feature Selection,0.4025,1.0000,0.3781,1.0000,0.3752,1.0000,0.3944,1.0000,0.3837,1.0000,0.3781,1.0000,0.6718,1.0000,0.5032,1.0000
CatBoostClassifier,3 Classes / Normal / StandardScaler / Unbalanced / Feature Selection,0.4025,1.0000,0.3781,1.0000,0.3752,1.0000,0.3944,1.0000,0.3837,1.0000,0.3781,1.0000,0.6718,1.0000,0.5032,1.0000
CatBoostClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.4025,1.0000,0.3781,1.0000,0.3752,1.0000,0.3944,1.0000,0.3837,1.0000,0.3781,1.0000,0.6718,1.0000,0.5032,1.0000
CatBoostClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.4025,1.0000,0.3781,1.0000,0.3752,1.0000,0.3944,1.0000,0.3837,1.0000,0.3781,1.0000,0.6718,1.0000,0.5032,1.0000
CatBoostClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.4025,1.0000,0.3781,1.0000,0.3752,1.0000,0.3944,1.0000,0.3837,1.0000,0.3781,1.0000,0.6718,1.0000,0.5032,1.0000
CatBoostClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.4025,1.0000,0.3781,1.0000,0.3752,1.0000,0.3944,1.0000,0.3837,1.0000,0.3781,1.0000,0.6718,1.0000,0.5032,1.0000
CatBoostClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced / Feature Selection,0.6524,0.9430,0.5758,0.9223,0.5706,0.9357,0.6237,0.9419,0.6109,0.9557,0.5758,0.9223,0.4992,0.9017,0.5361,0.9119
CatBoostClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE / Feature Selection,0.6333,0.9694,0.5849,0.9673,0.5864,0.9668,0.6258,0.9695,0.5952,0.9664,0.5849,0.9673,0.5365,0.9651,0.5601,0.9662
CatBoostClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler / Feature Selection,0.6386,0.9742,0.6002,0.9742,0.5999,0.9721,0.6346,0.9743,0.6074,0.9705,0.6002,0.9742,0.5617,0.9741,0.5805,0.9742
CatBoostClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced / Feature Selection,0.6524,0.9430,0.5758,0.9223,0.5706,0.9357,0.6237,0.9419,0.6109,0.9557,0.5758,0.9223,0.4992,0.9017,0.5361,0.9119
CatBoostClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE / Feature Selection,0.6154,0.9612,0.5752,0.9628,0.5751,0.9582,0.6120,0.9614,0.5791,0.9543,0.5752,0.9628,0.5350,0.9643,0.5547,0.9636
CatBoostClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.6386,0.9742,0.6002,0.9742,0.5999,0.9721,0.6346,0.9743,0.6074,0.9705,0.6002,0.9742,0.5617,0.9741,0.5805,0.9742
CatBoostClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.6524,0.9430,0.5758,0.9223,0.5706,0.9357,0.6237,0.9419,0.6109,0.9557,0.5758,0.9223,0.4992,0.9017,0.5361,0.9119
CatBoostClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE / Feature Selection,0.6195,0.9602,0.5853,0.9630,0.5854,0.9572,0.6191,0.9604,0.5869,0.9524,0.5853,0.9630,0.5511,0.9659,0.5679,0.9645
CatBoostClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.6386,0.9742,0.6002,0.9742,0.5999,0.9721,0.6346,0.9743,0.6074,0.9705,0.6002,0.9742,0.5617,0.9741,0.5805,0.9742
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.6524,0.9430,0.5758,0.9223,0.5706,0.9357,0.6237,0.9419,0.6109,0.9557,0.5758,0.9223,0.4992,0.9017,0.5361,0.9119
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.6333,0.9694,0.5849,0.9673,0.5864,0.9668,0.6258,0.9695,0.5952,0.9664,0.5849,0.9673,0.5365,0.9651,0.5601,0.9662
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.6386,0.9742,0.6002,0.9742,0.5999,0.9721,0.6346,0.9743,0.6074,0.9705,0.6002,0.9742,0.5617,0.9741,0.5805,0.9742
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.6524,0.9430,0.5758,0.9223,0.5706,0.9357,0.6237,0.9419,0.6109,0.9557,0.5758,0.9223,0.4992,0.9017,0.5361,0.9119
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.6154,0.9612,0.5752,0.9628,0.5751,0.9582,0.6120,0.9614,0.5791,0.9543,0.5752,0.9628,0.5350,0.9643,0.5547,0.9636
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.6386,0.9742,0.6002,0.9742,0.5999,0.9721,0.6346,0.9743,0.6074,0.9705,0.6002,0.9742,0.5617,0.9741,0.5805,0.9742
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.6524,0.9430,0.5758,0.9223,0.5706,0.9357,0.6237,0.9419,0.6109,0.9557,0.5758,0.9223,0.4992,0.9017,0.5361,0.9119
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.6195,0.9602,0.5853,0.9630,0.5854,0.9572,0.6191,0.9604,0.5869,0.9524,0.5853,0.9630,0.5511,0.9659,0.5679,0.9645
CatBoostClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.6386,0.9742,0.6002,0.9742,0.5999,0.9721,0.6346,0.9743,0.6074,0.9705,0.6002,0.9742,0.5617,0.9741,0.5805,0.9742
CatBoostClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced / Feature Selection,0.7404,0.9221,0.5104,0.8424,0.4708,0.8815,0.6617,0.9165,0.5231,0.9531,0.5104,0.8424,0.2805,0.7627,0.3781,0.8015
CatBoostClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE / Feature Selection,0.7171,0.9787,0.5323,0.9593,0.5259,0.9706,0.6779,0.9784,0.5633,0.9835,0.5323,0.9593,0.3475,0.9398,0.4299,0.9495
CatBoostClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler / Feature Selection,0.6814,0.9924,0.5179,0.9875,0.5145,0.9898,0.6582,0.9924,0.5259,0.9921,0.5179,0.9875,0.3544,0.9826,0.4282,0.9851
CatBoostClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced / Feature Selection,0.7404,0.9221,0.5104,0.8424,0.4708,0.8815,0.6617,0.9165,0.5231,0.9531,0.5104,0.8424,0.2805,0.7627,0.3781,0.8015
CatBoostClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE / Feature Selection,0.6937,0.9825,0.5261,0.9692,0.5235,0.9760,0.6671,0.9823,0.5440,0.9835,0.5261,0.9692,0.3585,0.9560,0.4342,0.9626
CatBoostClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.6814,0.9924,0.5179,0.9875,0.5145,0.9898,0.6582,0.9924,0.5259,0.9921,0.5179,0.9875,0.3544,0.9826,0.4282,0.9851
CatBoostClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.7404,0.9221,0.5104,0.8424,0.4708,0.8815,0.6617,0.9165,0.5231,0.9531,0.5104,0.8424,0.2805,0.7627,0.3781,0.8015
CatBoostClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE / Feature Selection,0.6855,0.9794,0.5281,0.9639,0.5270,0.9716,0.6650,0.9791,0.5396,0.9806,0.5281,0.9639,0.3707,0.9485,0.4422,0.9561
CatBoostClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.6814,0.9924,0.5179,0.9875,0.5145,0.9898,0.6582,0.9924,0.5259,0.9921,0.5179,0.9875,0.3544,0.9826,0.4282,0.9851
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.7404,0.9221,0.5104,0.8424,0.4708,0.8815,0.6617,0.9165,0.5231,0.9531,0.5104,0.8424,0.2805,0.7627,0.3781,0.8015
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.7171,0.9787,0.5323,0.9593,0.5259,0.9706,0.6779,0.9784,0.5633,0.9835,0.5323,0.9593,0.3475,0.9398,0.4299,0.9495
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.6814,0.9924,0.5179,0.9875,0.5145,0.9898,0.6582,0.9924,0.5259,0.9921,0.5179,0.9875,0.3544,0.9826,0.4282,0.9851
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.7404,0.9221,0.5104,0.8424,0.4708,0.8815,0.6617,0.9165,0.5231,0.9531,0.5104,0.8424,0.2805,0.7627,0.3781,0.8015
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.6937,0.9825,0.5261,0.9692,0.5235,0.9760,0.6671,0.9823,0.5440,0.9835,0.5261,0.9692,0.3585,0.9560,0.4342,0.9626
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.6814,0.9924,0.5179,0.9875,0.5145,0.9898,0.6582,0.9924,0.5259,0.9921,0.5179,0.9875,0.3544,0.9826,0.4282,0.9851
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.7404,0.9221,0.5104,0.8424,0.4708,0.8815,0.6617,0.9165,0.5231,0.9531,0.5104,0.8424,0.2805,0.7627,0.3781,0.8015
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.6855,0.9794,0.5281,0.9639,0.5270,0.9716,0.6650,0.9791,0.5396,0.9806,0.5281,0.9639,0.3707,0.9485,0.4422,0.9561
CatBoostClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.6814,0.9924,0.5179,0.9875,0.5145,0.9898,0.6582,0.9924,0.5259,0.9921,0.5179,0.9875,0.3544,0.9826,0.4282,0.9851
LGBMClassifier,3 Classes / Normal / No Scaler / Unbalanced,0.4093,1.0000,0.3874,1.0000,0.3844,1.0000,0.4011,1.0000,0.3921,1.0000,0.3874,1.0000,0.6729,1.0000,0.5102,1.0000
LGBMClassifier,3 Classes / Normal / StandardScaler / Unbalanced,0.4038,1.0000,0.3808,1.0000,0.3762,1.0000,0.3946,1.0000,0.3816,1.0000,0.3808,1.0000,0.6720,1.0000,0.5055,1.0000
LGBMClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced,0.4093,1.0000,0.3874,1.0000,0.3844,1.0000,0.4011,1.0000,0.3921,1.0000,0.3874,1.0000,0.6729,1.0000,0.5102,1.0000
LGBMClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced,0.4093,1.0000,0.3874,1.0000,0.3844,1.0000,0.4011,1.0000,0.3921,1.0000,0.3874,1.0000,0.6729,1.0000,0.5102,1.0000
LGBMClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced,0.4038,1.0000,0.3808,1.0000,0.3762,1.0000,0.3946,1.0000,0.3816,1.0000,0.3808,1.0000,0.6720,1.0000,0.5055,1.0000
LGBMClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced,0.4093,1.0000,0.3874,1.0000,0.3844,1.0000,0.4011,1.0000,0.3921,1.0000,0.3874,1.0000,0.6729,1.0000,0.5102,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced,0.6236,1.0000,0.5628,1.0000,0.5620,1.0000,0.6086,1.0000,0.5771,1.0000,0.5628,1.0000,0.5020,1.0000,0.5315,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE,0.6263,1.0000,0.5735,1.0000,0.5744,1.0000,0.6165,1.0000,0.5856,1.0000,0.5735,1.0000,0.5207,1.0000,0.5464,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler,0.6277,1.0000,0.5788,1.0000,0.5793,1.0000,0.6196,1.0000,0.5871,1.0000,0.5788,1.0000,0.5300,1.0000,0.5538,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced,0.6401,1.0000,0.5799,1.0000,0.5805,1.0000,0.6254,1.0000,0.5967,1.0000,0.5799,1.0000,0.5198,1.0000,0.5490,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE,0.6167,1.0000,0.5686,1.0000,0.5698,1.0000,0.6099,1.0000,0.5779,1.0000,0.5686,1.0000,0.5204,1.0000,0.5439,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler,0.6222,1.0000,0.5754,1.0000,0.5753,1.0000,0.6151,1.0000,0.5817,1.0000,0.5754,1.0000,0.5286,1.0000,0.5514,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced,0.6236,1.0000,0.5628,1.0000,0.5620,1.0000,0.6086,1.0000,0.5771,1.0000,0.5628,1.0000,0.5020,1.0000,0.5315,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE,0.6029,1.0000,0.5613,1.0000,0.5615,1.0000,0.5997,1.0000,0.5647,1.0000,0.5613,1.0000,0.5196,1.0000,0.5400,1.0000
LGBMClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler,0.6277,1.0000,0.5788,1.0000,0.5793,1.0000,0.6196,1.0000,0.5871,1.0000,0.5788,1.0000,0.5300,1.0000,0.5538,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced,0.6236,1.0000,0.5628,1.0000,0.5620,1.0000,0.6086,1.0000,0.5771,1.0000,0.5628,1.0000,0.5020,1.0000,0.5315,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE,0.6263,1.0000,0.5735,1.0000,0.5744,1.0000,0.6165,1.0000,0.5856,1.0000,0.5735,1.0000,0.5207,1.0000,0.5464,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler,0.6277,1.0000,0.5788,1.0000,0.5793,1.0000,0.6196,1.0000,0.5871,1.0000,0.5788,1.0000,0.5300,1.0000,0.5538,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced,0.6401,1.0000,0.5799,1.0000,0.5805,1.0000,0.6254,1.0000,0.5967,1.0000,0.5799,1.0000,0.5198,1.0000,0.5490,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE,0.6167,1.0000,0.5686,1.0000,0.5698,1.0000,0.6099,1.0000,0.5779,1.0000,0.5686,1.0000,0.5204,1.0000,0.5439,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler,0.6222,1.0000,0.5754,1.0000,0.5753,1.0000,0.6151,1.0000,0.5817,1.0000,0.5754,1.0000,0.5286,1.0000,0.5514,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced,0.6236,1.0000,0.5628,1.0000,0.5620,1.0000,0.6086,1.0000,0.5771,1.0000,0.5628,1.0000,0.5020,1.0000,0.5315,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE,0.6029,1.0000,0.5613,1.0000,0.5615,1.0000,0.5997,1.0000,0.5647,1.0000,0.5613,1.0000,0.5196,1.0000,0.5400,1.0000
LGBMClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler,0.6277,1.0000,0.5788,1.0000,0.5793,1.0000,0.6196,1.0000,0.5871,1.0000,0.5788,1.0000,0.5300,1.0000,0.5538,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.7102,1.0000,0.5128,1.0000,0.4962,1.0000,0.6620,1.0000,0.5260,1.0000,0.5128,1.0000,0.3153,1.0000,0.4018,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.7088,1.0000,0.5286,1.0000,0.5214,1.0000,0.6725,1.0000,0.5513,1.0000,0.5286,1.0000,0.3485,1.0000,0.4289,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.7116,1.0000,0.5360,1.0000,0.5302,1.0000,0.6774,1.0000,0.5615,1.0000,0.5360,1.0000,0.3605,1.0000,0.4392,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.7349,1.0000,0.5329,1.0000,0.5174,1.0000,0.6811,1.0000,0.5770,1.0000,0.5329,1.0000,0.3309,1.0000,0.4196,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.7102,1.0000,0.5333,1.0000,0.5265,1.0000,0.6753,1.0000,0.5523,1.0000,0.5333,1.0000,0.3564,1.0000,0.4356,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.7102,1.0000,0.5407,1.0000,0.5364,1.0000,0.6795,1.0000,0.5618,1.0000,0.5407,1.0000,0.3713,1.0000,0.4476,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.7102,1.0000,0.5128,1.0000,0.4962,1.0000,0.6620,1.0000,0.5260,1.0000,0.5128,1.0000,0.3153,1.0000,0.4018,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.6910,1.0000,0.5093,1.0000,0.4994,1.0000,0.6556,1.0000,0.5180,1.0000,0.5093,1.0000,0.3276,1.0000,0.4082,1.0000
LGBMClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.7116,1.0000,0.5360,1.0000,0.5302,1.0000,0.6774,1.0000,0.5615,1.0000,0.5360,1.0000,0.3605,1.0000,0.4392,1.0000
